time,circuit-breaker-total-power,evse-circuit-breaker-total-power,circuit-breaker-energy,evse-circuit-breaker-energy
2021-08-17 14:35:00,0,0,0.236558599,0
2021-08-17 14:40:00,0,0,0.236558599,0
2021-08-17 14:45:00,0,0,0.236558599,0
2021-08-17 14:50:00,-1.13797E-05,0,0.236557651,0
2021-08-17 14:55:00,0,0,0.236557651,0
2021-08-17 15:00:00,0,0,0.236557651,0
2021-08-17 15:05:00,0,0,0.236557651,0
2021-08-17 15:10:00,0,0,0.236557651,0
2021-08-17 15:15:00,0,0,0.236557651,0
2021-08-17 15:20:00,0,0,0.236557651,0
2021-08-17 15:25:00,0,0,0.236557651,0
2021-08-17 15:30:00,0,0,0.236557651,0
2021-08-17 15:35:00,0,0,0.236557651,0
2021-08-17 15:40:00,0,0,0.236557651,0
2021-08-17 15:45:00,4.38743E-05,0,0.236561307,0
2021-08-17 15:50:00,4.38743E-05,0,0.236561307,0
2021-08-17 15:55:00,4.38743E-05,0,0.236561307,0
2021-08-17 16:00:00,4.38743E-05,0,0.236561307,0
2021-08-17 16:05:00,4.38743E-05,0,0.236561307,0
2021-08-17 16:10:00,4.38743E-05,0,0.236561307,0
2021-08-17 16:15:00,-2.83093E-06,0,0.236561071,0
2021-08-17 16:20:00,0,0,0.236561071,0
2021-08-17 16:25:00,0,0,0.236561071,0
2021-08-17 16:30:00,0,0,0.236561071,0
2021-08-17 16:35:00,0,0,0.236561071,0
2021-08-17 16:40:00,0,0,0.236561071,0
2021-08-17 16:45:00,0,0,0.236561071,0
2021-08-17 16:50:00,0,0,0.236561071,0
2021-08-17 16:55:00,0,0,0.236561071,0
2021-08-17 17:00:00,0,0,0.236561071,0
2021-08-17 17:05:00,0,0,0.236561071,0
2021-08-17 17:10:00,0,0,0.236561071,0
2021-08-17 17:15:00,0,0,0.236561071,0
2021-08-17 17:20:00,0,0,0.236561071,0
2021-08-17 17:25:00,0,0,0.236561071,0
2021-08-17 17:30:00,0,0,0.236561071,0
2021-08-17 17:35:00,0,0,0.236561071,0
2021-08-17 17:40:00,0,0,0.236561071,0
2021-08-17 17:45:00,0,0,0.236561071,0
2021-08-17 17:50:00,0,0,0.236561071,0
2021-08-17 17:55:00,1.47877E-06,0,0.236561194,0
2021-08-17 18:00:00,0,0,0.236561194,0
2021-08-17 18:05:00,0,0,0.236561194,0
2021-08-17 18:10:00,0,0,0.236561194,0
2021-08-17 18:15:00,0,0,0.236561194,0
2021-08-17 18:20:00,0,0,0.236561194,0
2021-08-17 18:25:00,0,0,0.236561194,0
2021-08-17 18:30:00,0,0,0.236561194,0
2021-08-17 18:35:00,0,0,0.236561194,0
2021-08-17 18:40:00,0,0,0.236561194,0
2021-08-17 18:40:00,4.74104E-05,0,0.236565145,0
2021-08-17 18:45:00,0,0,0.236565145,0
2021-08-17 18:50:00,-1.10168E-05,0,0.236564227,0
2021-08-17 18:55:00,0,0,0.236564227,0
2021-08-17 19:00:00,0,0,0.236564227,0
2021-08-17 19:05:00,0,0,0.236564227,0
2021-08-17 19:10:00,0,0,0.236564227,0
2021-08-17 19:15:00,0,0,0.236564227,0
2021-08-17 19:20:00,0,0,0.236564227,0
2021-08-17 19:25:00,0,0,0.236564227,0
2021-08-17 19:30:00,0,0,0.236564227,0
2021-08-17 19:35:00,0,0,0.236564227,0
2021-08-17 19:40:00,0,0,0.236564227,0
2021-08-17 19:45:00,0,0,0.236564227,0

2021-08-17 19:50:00,0,0,0.236564227,0

2021-08-17 19:50:00,0,0,0.236564227,0
2021-08-17 19:55:00,0,0,0.236564227,0
2021-08-17 20:00:00,0,0,0.236564227,0
2021-08-17 20:05:00,0,0,0.236564227,0
2021-08-17 20:10:00,0,0,0.236564227,0
2021-08-17 20:15:00,0,0,0.236564227,0
2021-08-17 20:20:00,2.62864E-05,0,0.236566418,0
2021-08-17 20:25:00,0,0,0.236566418,0
2021-08-17 20:30:00,1.985571289,0,0.402030692,0
2021-08-17 20:35:00,0.181752998,0,0.417176775,0
2021-08-17 20:40:00,0.043434786,0,0.42079634,0
2021-08-17 20:55:00,0.348105621,0,0.449805142,0
2021-08-17 21:00:00,0.355324677,0,0.479415532,0
2021-08-17 21:05:00,0.358542847,0,0.509294102,0
2021-08-17 21:10:00,0.361468292,0,0.53941646,0
2021-08-17 21:15:00,0.363847412,0,0.569737078,0
2021-08-17 21:20:00,0.367338928,0,0.600348655,0
2021-08-17 21:25:00,0.370180695,0,0.631197046,0
2021-08-17 21:30:00,0.373162857,0,0.662293951,0
2021-08-17 21:35:00,0.377469604,0,0.693749751,0
2021-08-17 21:40:00,0.37996582,0,0.72541357,0
2021-08-17 21:45:00,0.381999756,0,0.757246883,0
2021-08-17 21:50:00,0.385223969,0,0.78934888,0
2021-08-17 21:55:00,0.389825317,0,0.821834323,0
2021-08-17 22:00:00,0.390911087,0,0.854410247,0
2021-08-17 22:05:00,0.394868896,0,0.887315989,0
2021-08-17 22:10:00,0,0,0.887315989,0
2021-08-17 22:15:00,0,0,0.887315989,0
2021-08-17 22:20:00,0.401158554,0,0.920745868,0
2021-08-17 22:25:00,0,0,0.920745868,0
2021-08-17 22:30:00,0.408734726,0,0.954807095,0
2021-08-17 22:35:00,0.413095078,0,0.989231685,0
2021-08-17 22:40:00,0.416303452,0,1.023923639,0
2021-08-17 22:45:00,0.418196091,0,1.058773314,0
2021-08-17 22:50:00,0.421944412,0,1.093935348,0
2021-08-17 22:55:00,0.426024338,0,1.129437376,0
2021-08-17 23:05:00,0.362860733,0,1.15967577,0
2021-08-17 23:25:00,0.002193994,0,1.159858603,0
2021-08-17 23:30:00,0,0,1.159858603,0
2021-08-17 23:50:00,-7.40396E-06,0,1.159857986,0
2021-08-17 23:55:00,-7.40396E-06,0,1.159857986,0

