Tektronix PWRVIEW measurement results - summary information
This file was created on: Tuesday, 20 July 2021 at 09:38
The data was recorded on: Monday, 19 July 2021 at 13:37
Equipment setup:,Device,Serial No.,F/W Ver.,Group Name,Group Wiring
PA4000,S/N B010280,Ver.2.004.008
Ch1,,Group A,1p3w
Ch2,,Group A,1p3w
Ch3,,Group B,1p3w
Ch4,,Group B,1p3w

Taken,PA4000 0280 Ch1 Vrms StdResults ,PA4000 0280 Ch1 Arms StdResults ,PA4000 0280 Ch1 Watts StdResults ,PA4000 0280 Ch2 Vrms StdResults ,PA4000 0280 Ch2 Arms StdResults ,PA4000 0280 Ch2 Watts StdResults ,PA4000 0280 Ch3 Vrms StdResults ,PA4000 0280 Ch3 Arms StdResults ,PA4000 0280 Ch3 Watts StdResults ,PA4000 0280 Ch4 Vrms StdResults ,PA4000 0280 Ch4 Arms StdResults ,PA4000 0280 Ch4 Watts StdResults 
19/07/2021  13:37:38.7606,120.435,0.034454875,0.9784875,120.47,0.0343375,0.98109875,120.43125,0.017647125,1.0840125,120.49625,0.0173495,1.080625
19/07/2021  13:38:08.8767,120.4925,0.034592125,0.97196625,120.53375,0.0343826250000001,1.0154,120.49125,0.017684375,1.0840625,120.55,0.017412,1.08285
19/07/2021  13:38:38.9899,120.39125,0.0346805,1.00585875,120.43125,0.034524,1.0212625,120.38875,0.017737875,1.083525,120.44125,0.0174535,1.082425
19/07/2021  13:39:08.5890,120.47,0.03465275,0.9307025,120.50625,0.0344986250000001,0.94648,120.46625,0.01762175,1.0830625,120.5125,0.017350625,1.0813375
19/07/2021  13:39:38.7042,120.565,0.034474875,0.9236125,120.60125,0.0343331250000001,0.93948,120.56125,0.01763775,1.0661875,120.6125,0.017353,1.0820875
19/07/2021  13:40:08.8135,120.46875,0.034538875,0.96416375,120.5025,0.03439425,0.97967125,120.4675,0.017576125,1.0636875,120.51625,0.01730175,1.081
19/07/2021  13:40:38.9308,120.43375,0.0345060000000001,0.96246625,120.465,0.034319625,0.97800875,120.4275,0.01760375,1.0645625,120.47625,0.017312,1.0806625
19/07/2021  13:41:08.5368,120.3175,0.03472775,0.98124,120.355,0.034645,1.00646375,120.3175,0.0175935,1.0639125,120.35875,0.0173055,1.0801875
19/07/2021  13:41:38.6502,120.3875,0.034543875,0.94696,120.42125,0.034372875,1.01341625,120.38125,0.017654,1.064125,120.43,0.017345375,1.0809875
19/07/2021  13:42:08.7591,120.32625,0.0345913750000001,0.98139875,120.35625,0.034415875,0.9974375,120.3175,0.0176365,1.0654,120.365,0.017344125,1.0824
19/07/2021  13:42:38.8793,120.3275,0.034574875,0.9760775,120.3575,0.034432375,0.99211375,120.32125,0.017661875,1.0640625,120.365,0.017375125,1.07965
19/07/2021  13:43:08.9909,120.25875,0.0346652500000001,0.98021125,120.28875,0.0344965,0.99517625,120.24875,0.0176205,1.0635625,120.29375,0.017324125,1.0796375
19/07/2021  13:43:38.6011,120.2875,0.0345680000000001,0.99777375,120.31875,0.034414875,0.99632875,120.27875,0.01759425,1.0644,120.3225,0.017309375,1.0816125
19/07/2021  13:44:08.7171,120.24875,0.0345821250000001,0.99950625,120.27625,0.034441125,0.99803,120.24375,0.017584625,1.062825,120.28375,0.017293875,1.0799125
19/07/2021  13:44:38.8344,120.24875,0.0345802500000001,0.94449,120.27875,0.034409,0.94361,120.245,0.01756575,1.0647375,120.2875,0.0172795,1.0805125
19/07/2021  13:45:08.9374,120.0925,0.0350066250000001,0.99624625,120.12125,0.034861625,0.99482375,120.085,0.017820875,1.06185,120.12875,0.017515875,1.0790875
19/07/2021  13:45:38.5492,120.20125,0.0339063750000001,1.000155,120.23,0.0337468750000001,0.99766125,120.1975,0.016834625,1.063675,120.235,0.016493875,1.0795875
19/07/2021  13:46:08.6608,120.1975,0.0344980000000001,1.00689125,120.2275,0.0343371250000001,1.00584375,120.19375,0.01747525,1.0622875,120.23,0.017177,1.0799875
19/07/2021  13:46:38.7786,120.18625,0.0343868750000001,0.984245,120.21375,0.034241,0.9831125,120.18,0.0174885,1.062525,120.21875,0.017191375,1.079775
19/07/2021  13:47:08.8932,120.04875,0.0348970000000001,0.98712875,120.0725,0.03473175,0.99473875,120.04125,0.01768,1.0624875,120.08875,0.017387125,1.0801
19/07/2021  13:47:39.0016,120.20375,0.0343000000000001,0.93617,120.23125,0.034163375,0.93422,120.2,0.017557125,1.081475,120.23375,0.01723275,1.0796125
19/07/2021  13:48:08.6076,120.14375,0.034546875,0.978067499999999,120.1675,0.034401625,0.97689125,120.13625,0.017592,1.0811625,120.1725,0.01728575,1.0793875
19/07/2021  13:48:38.7234,120.1975,0.034367875,0.97921,120.22,0.03420625,0.977875,120.18875,0.01749825,1.0808375,120.22625,0.017196125,1.0806875
19/07/2021  13:49:08.8318,120.0375,0.034998875,1.011725,120.06375,0.034846625,1.0104125,120.03375,0.017782375,1.0791875,120.075,0.017409875,1.0798
19/07/2021  13:49:38.9544,120.17375,0.0342881250000001,0.97250375,120.1975,0.0341468749999999,0.97099375,120.16625,0.017491,1.0796875,120.20125,0.017208125,1.0806
19/07/2021  13:50:08.5611,120.17125,0.034404,0.97839375,120.19625,0.0342568749999999,0.97654875,120.16625,0.017563125,1.0807125,120.19875,0.017291375,1.0808125
19/07/2021  13:50:38.6793,120.135,0.0343593750000001,0.9397625,120.15625,0.0342148749999999,0.97849875,120.12625,0.0174985,1.080125,120.16125,0.017219875,1.0803375
19/07/2021  13:51:08.7858,120.135,0.0344481250000001,0.93514,120.16125,0.034299375,0.93211,120.1325,0.01747575,1.080675,120.16625,0.0171955,1.080525
19/07/2021  13:51:38.9071,120.16,0.0345335000000001,0.98749,120.18375,0.034359625,0.986205,120.15625,0.01748225,1.081,120.1875,0.017196875,1.0804375
19/07/2021  13:52:09.0193,120.055,0.0345746250000001,0.93814,120.0775,0.0344265,0.93456,120.05125,0.017531375,1.0807625,120.08125,0.0172445,1.0804875
19/07/2021  13:52:38.6193,120.0475,0.034431375,0.9895125,120.07,0.034286,0.98794125,120.04125,0.017559375,1.0795375,120.07375,0.017274375,1.07995
19/07/2021  13:53:08.7308,120.11375,0.034616375,0.9957425,120.13625,0.034475625,0.99426375,120.105,0.017527125,1.079825,120.1375,0.017213875,1.0778375
19/07/2021  13:53:38.8525,120.16375,0.0346993750000001,0.96103625,120.185,0.034547125,0.96129625,120.1575,0.017571125,1.08075,120.18875,0.017277625,1.0803375
