time,circuit-breaker-total-power,evse-circuit-breaker-total-power,circuit-breaker-energy,evse-circuit-breaker-energy
2021-08-15 05:25:00,-0.0027815184593200683,0,-0.008832563203919563,0
2021-08-15 05:30:00,-0.0027759268283843994,0,-0.009063890439618263,0
2021-08-15 05:55:00,-0.0027733335575903764,0,-0.009295001569417462,0
2021-08-15 06:00:00,-0.002779513359069824,0,-0.00952662768267328,0
2021-08-15 06:05:00,-0.0027693636417388916,0,-0.00975740798615152,0
2021-08-15 06:10:00,-0.002771132469177246,0,-0.00998833569191629,0
2021-08-15 06:15:00,-0.002782474994659424,0,-0.01022020860813791,0
2021-08-15 06:20:00,-0.002762110710144043,0,-0.010450384500649914,0
2021-08-15 06:25:00,-0.002769219160079956,0,-0.01068115276398991,0
2021-08-15 06:45:00,-0.0027617521286010744,0,-0.010911298774706667,0
2021-08-15 06:50:00,2.5250050048828125,0,0.1995057849655277,0
2021-08-15 06:55:00,0,0,0.1995057849655277,0
2021-08-15 07:00:00,0,0,0.1995057849655277,0
2021-08-15 07:05:00,0,0,0.1995057849655277,0
2021-08-15 07:10:00,0,0,0.1995057849655277,0
2021-08-15 07:15:00,0,0,0.1995057849655277,0
2021-08-15 07:20:00,3.4636259765625,0,0.48814128301240267,0
2021-08-15 07:25:00,4.37010400390625,0,0.8523166166712568,0
2021-08-15 07:30:00,4.356201904296875,0,1.2153334420293298,0
2021-08-15 07:35:00,4.352812744140625,0,1.5780678373743817,0
2021-08-15 07:40:00,4.3350029296875,0,1.9393180815150066,0
2021-08-15 08:10:00,0.8702482065130025,0,2.01183876539109,0
2021-08-15 08:15:00,0,0,2.01183876539109,0
2021-08-15 08:20:00,0,0,2.01183876539109,0
2021-08-15 08:25:00,0,0,2.01183876539109,0
2021-08-15 08:50:00,0.000006987760309129954,0,2.0118393477044494,0
2021-08-15 08:55:00,0,0,2.0118393477044494,0
2021-08-15 09:00:00,0,0,2.0118393477044494,0
2021-08-15 09:05:00,0,0,2.0118393477044494,0
2021-08-15 09:25:00,0,0,2.0118393477044494,0
2021-08-15 09:30:00,0,0,2.0118393477044494,0
2021-08-15 09:35:00,0,0,2.0118393477044494,0
2021-08-15 09:40:00,0,0,2.0118393477044494,0
2021-08-15 10:10:00,0.8372576299458742,0,2.0816108168666054,0
2021-08-15 10:15:00,0,0,2.0816108168666054,0
2021-08-15 10:20:00,0,0,2.0816108168666054,0
2021-08-15 10:25:00,0,0,2.0816108168666054,0
2021-08-15 10:50:00,-0.0000019293611403554677,0,2.0816106560865104,0
2021-08-15 10:55:00,0,0,2.0816106560865104,0
2021-08-15 11:00:00,0,0,2.0816106560865104,0
2021-08-15 11:25:00,0.00004938899539411068,0,2.0816147718361266,0
2021-08-15 11:30:00,0,0,2.0816147718361266,0
2021-08-15 11:35:00,0,0,2.0816147718361266,0
2021-08-15 11:55:00,0,0,2.0816147718361266,0
2021-08-15 12:00:00,0,0,2.0816147718361266,0
2021-08-15 12:05:00,0,0,2.0816147718361266,0
2021-08-15 12:10:00,0,0,2.0816147718361266,0
2021-08-15 12:15:00,0,0,2.0816147718361266,0
2021-08-15 12:55:00,0.000009583117862348444,0,2.081615570429282,0
2021-08-15 13:15:00,0,0,2.081615570429282,0
2021-08-15 13:20:00,0,0,2.081615570429282,0
2021-08-15 13:25:00,0,0,2.081615570429282,0
2021-08-15 13:30:00,0,0,2.081615570429282,0
2021-08-15 14:00:00,0.000014959372812882066,0,2.081616817043683,0
2021-08-15 14:05:00,0,0,2.081616817043683,0
2021-08-15 15:10:00,1.8566037761047483e-7,0,2.081616832515381,0
2021-08-15 15:15:00,0,0,2.081616832515381,0
2021-08-15 15:20:00,0,0,2.081616832515381,0
2021-08-15 15:55:00,-4.911270225420594e-7,0,2.081616791588129,0
2021-08-15 16:00:00,0,0,2.081616791588129,0
2021-08-15 17:25:00,-0.000004573614889523015,0,2.081616410453555,0
2021-08-15 18:05:00,0,0,2.081616410453555,0
2021-08-15 18:10:00,0,0,2.081616410453555,0
2021-08-15 18:55:00,0.000004050994757562876,0,2.0816167480364514,0
2021-08-15 19:35:00,0.000001968458527699113,0,2.081616912074662,0
2021-08-15 19:40:00,0,0,2.081616912074662,0
2021-08-15 20:20:00,3.4607969970703123,0,2.370016661830521,0
2021-08-15 21:00:00,0,0,2.370016661830521,0
2021-08-15 21:05:00,0,0,2.370016661830521,0
2021-08-15 22:30:00,-5.780531791970134e-7,0,2.370016613659423,0
2021-08-15 22:35:00,0,0,2.370016613659423,0
2021-08-15 22:40:00,0,0,2.370016613659423,0
2021-08-15 23:25:00,0.00000547684304183349,0,2.37001707006301,0
