timestamp,idk,idk2,rated_real_power,idk3,max_watts_hour,idk4,idk5,real_available_Wh,idk6,consumed_watts,idk7
Wed Aug 11 00:00:56 2021,0,1350,0,6,3630,0,7,375,0,0,0
Wed Aug 11 00:01:57 2021,0,1350,0,6,3630,0,7,375,0,0,0
Wed Aug 11 00:02:57 2021,0,1350,0,6,3630,0,7,375,0,0,0
Wed Aug 11 00:03:58 2021,0,1350,0,6,3630,0,7,375,0,0,0
Wed Aug 11 00:04:59 2021,0,1350,0,6,3630,0,7,375,0,0,0
Wed Aug 11 00:05:59 2021,0,1350,0,6,3630,0,7,375,0,0,0
Wed Aug 11 00:07:00 2021,0,1350,0,6,3630,0,7,375,0,0,0
Wed Aug 11 00:08:00 2021,0,1350,0,6,3630,0,7,375,0,0,0
Wed Aug 11 00:09:01 2021,0,1350,0,6,3630,0,7,375,0,0,0
Wed Aug 11 00:10:02 2021,0,1350,0,6,3630,0,7,375,0,0,0
Wed Aug 11 00:11:02 2021,0,1350,0,6,3630,0,7,375,0,0,0
Wed Aug 11 00:12:03 2021,0,1350,0,6,3630,0,7,375,0,0,0
Wed Aug 11 00:13:03 2021,0,1350,0,6,3630,0,7,375,0,0,0
Wed Aug 11 00:14:04 2021,0,1350,0,6,3630,0,7,375,0,0,0
Wed Aug 11 00:15:05 2021,0,1350,0,6,3630,0,7,375,0,0,0
Wed Aug 11 00:16:05 2021,0,1350,0,6,3630,0,7,375,0,0,0
Wed Aug 11 00:17:06 2021,0,1350,0,6,3630,0,7,375,0,0,0
Wed Aug 11 00:18:06 2021,0,1350,0,6,3630,0,7,375,0,0,0
Wed Aug 11 00:19:07 2021,0,1350,0,6,3630,0,7,375,0,0,0
Wed Aug 11 00:20:08 2021,0,1350,0,6,3630,0,7,375,0,0,0
Wed Aug 11 00:21:08 2021,0,1350,0,6,3630,0,7,375,0,0,0
Wed Aug 11 00:22:09 2021,0,1350,0,6,3630,0,7,375,0,0,0
Wed Aug 11 00:23:09 2021,0,1350,0,6,3630,0,7,375,0,0,0
Wed Aug 11 00:24:10 2021,0,1350,0,6,3630,0,7,375,0,0,0
Wed Aug 11 00:25:11 2021,0,1350,0,6,3630,0,7,375,0,0,0
Wed Aug 11 00:26:11 2021,0,1350,0,6,3630,0,7,375,0,0,0
Wed Aug 11 00:27:12 2021,0,1350,0,6,3630,0,7,375,0,0,0
Wed Aug 11 00:28:12 2021,0,1350,0,6,3630,0,7,375,0,0,0
Wed Aug 11 00:29:13 2021,0,1350,0,6,3630,0,7,375,0,0,0
Wed Aug 11 00:30:13 2021,0,1350,0,6,3630,0,7,375,0,0,0
Wed Aug 11 00:31:14 2021,0,1350,0,6,3630,0,7,375,0,0,0
Wed Aug 11 00:32:14 2021,0,1350,0,6,3630,0,7,375,0,0,0
Wed Aug 11 00:33:15 2021,0,1350,0,6,3630,0,7,375,0,0,0
Wed Aug 11 00:34:15 2021,0,1350,0,6,3630,0,7,450,0,0,0
Wed Aug 11 00:35:16 2021,0,1350,0,6,3630,0,7,450,0,0,0
Wed Aug 11 00:36:16 2021,0,1350,0,6,3630,0,7,450,0,0,0
Wed Aug 11 00:37:17 2021,0,1350,0,6,3630,0,7,450,0,0,0
Wed Aug 11 00:38:18 2021,0,1350,0,6,3630,0,7,450,0,0,0
Wed Aug 11 00:39:18 2021,0,1350,0,6,3630,0,7,450,0,0,0
Wed Aug 11 00:40:19 2021,0,1350,0,6,3630,0,7,450,0,0,0
Wed Aug 11 00:41:19 2021,0,1350,0,6,3630,0,7,450,0,0,0
Wed Aug 11 00:42:20 2021,0,1350,0,6,3630,0,7,450,0,0,0
Wed Aug 11 00:43:21 2021,0,1350,0,6,3630,0,7,450,0,0,0
Wed Aug 11 00:44:21 2021,0,1350,0,6,3630,0,7,450,0,0,0
Wed Aug 11 00:45:22 2021,0,1350,0,6,3630,0,7,450,0,0,0
Wed Aug 11 00:46:22 2021,0,1350,0,6,3630,0,7,450,0,0,0
Wed Aug 11 00:47:23 2021,0,1350,0,6,3630,0,7,450,0,0,0
Wed Aug 11 00:48:24 2021,0,1350,0,6,3630,0,7,450,0,0,0
Wed Aug 11 00:49:24 2021,0,1350,0,6,3630,0,7,450,0,0,0
Wed Aug 11 00:50:25 2021,0,1350,0,6,3630,0,7,450,0,0,0
Wed Aug 11 00:51:25 2021,0,1350,0,6,3630,0,7,450,0,0,0
Wed Aug 11 00:52:26 2021,0,1350,0,6,3630,0,7,450,0,0,0
Wed Aug 11 00:53:27 2021,0,1350,0,6,3630,0,7,450,0,0,0
Wed Aug 11 00:54:27 2021,0,1350,0,6,3630,0,7,450,0,0,0
Wed Aug 11 00:55:28 2021,0,1350,0,6,3630,0,7,450,0,0,0
Wed Aug 11 00:56:28 2021,0,1350,0,6,3630,0,7,450,0,0,0
Wed Aug 11 00:57:29 2021,0,1350,0,6,3630,0,7,450,0,0,0
Wed Aug 11 00:58:30 2021,0,1350,0,6,3630,0,7,450,0,0,0
Wed Aug 11 00:59:30 2021,0,1350,0,6,3630,0,7,450,0,0,0
Wed Aug 11 01:00:31 2021,0,1350,0,6,3630,0,7,450,0,0,0
Wed Aug 11 01:01:32 2021,0,1350,0,6,3630,0,7,450,0,0,0
Wed Aug 11 01:02:32 2021,0,1350,0,6,3630,0,7,450,0,0,0
Wed Aug 11 01:03:33 2021,0,1350,0,6,3630,0,7,450,0,0,0
