time,real-power,reactive-power,power-factor
2021-07-04 00:00:00,0,0,0
2021-07-04 00:02:54,0,0,0
2021-07-04 00:07:56,0,0,0
2021-07-04 00:12:53,0,0,0
2021-07-04 00:17:54,0,0,0
2021-07-04 00:22:56,0,0,0
2021-07-04 00:27:53,0,0,0
2021-07-04 00:32:54,0,0,0
2021-07-04 00:37:56,0,0,0
2021-07-04 00:42:53,0,0,0
2021-07-04 00:47:54,0,0,0
2021-07-04 00:52:56,0,0,0
2021-07-04 00:57:53,0,0,0
2021-07-04 01:02:54,0,0,0
2021-07-04 01:07:56,0,0,0
2021-07-04 01:12:53,0,0,0
2021-07-04 01:17:54,0,0,0
2021-07-04 01:22:57,0,0,0
2021-07-04 01:27:54,0,0,0
2021-07-04 01:32:55,0,0,0
2021-07-04 01:37:57,0,0,0
2021-07-04 01:42:54,0,0,0
2021-07-04 01:47:55,0,0,0
2021-07-04 01:52:57,0,0,0
2021-07-04 01:57:54,0,0,0
2021-07-04 02:02:55,0,0,0
2021-07-04 02:07:57,0,0,0
2021-07-04 02:12:54,0,0,0
2021-07-04 02:17:55,0,0,0
2021-07-04 02:22:57,0,0,0
2021-07-04 02:27:54,0,0,0
2021-07-04 02:32:55,0,0,0
2021-07-04 02:37:57,0,0,0
2021-07-04 02:42:54,0,0,0
2021-07-04 02:47:55,0,0,0
2021-07-04 02:52:57,0,0,0
2021-07-04 02:57:54,0,0,0
2021-07-04 03:02:55,0,0,0
2021-07-04 03:07:57,0,0,0
2021-07-04 03:12:54,0,0,0
2021-07-04 03:17:55,0,0,0
2021-07-04 03:22:57,0,0,0
2021-07-04 03:27:54,0,0,0
2021-07-04 03:32:55,0,0,0
2021-07-04 03:37:57,0,0,0
2021-07-04 03:42:54,0,0,0
2021-07-04 03:47:55,0,0,0
2021-07-04 03:52:57,0,0,0
2021-07-04 03:57:54,0,0,0
2021-07-04 04:02:55,0,0,0
2021-07-04 04:07:55,0,0,0
2021-07-04 04:12:53,0,0,0
2021-07-04 04:17:54,0,0,0
2021-07-04 04:22:56,0,0,0
2021-07-04 04:27:53,0,0,0
2021-07-04 04:32:54,0,0,0
2021-07-04 04:37:56,0,0,0
2021-07-04 04:42:53,0,0,0
2021-07-04 04:47:54,0,0,0
2021-07-04 04:52:56,0,0,0
