timestamp,ch1_Vrms1,ch1_Irms1,ch1_watts1,ch2_Vrms2,ch2_Irms2,ch2_watts2,ch3_Vrms3,ch3_Irms3,ch3_watts3,ch4_Vrms4,ch4_Irms4,ch4_watts4,watts_Sum_HPWH,watts_Sum_EWH
00:00,121.24,0.03543425,0.958475,121.2475,0.035289,0.95766875,121.235,0.0172205,1.0569375,121.24625,0.01720825,1.057775,1.91614375,2.1147125
00:01,121.2725,0.03550125,0.9938875,121.28125,0.03536425,0.99421125,121.2675,0.017094,1.051625,121.28,0.01704025,1.0498625,1.98809875,2.1014875
00:02,121.29375,0.03549775,0.99418,121.30125,0.0353725,0.99446625,121.29,0.01705175,1.0551375,121.305,0.017058125,1.057725,1.98864625,2.1128625
00:03,121.37125,0.03545575,0.99579375,121.375,0.035319,0.99564125,121.36375,0.017006375,1.0555875,121.375,0.016947875,1.05445,1.991435,2.1100375
00:04,121.3875,0.035478125,0.94215,121.39375,0.035340375,0.9445,121.38375,0.017,1.0514875,121.3925,0.016981875,1.0516125,1.88665,2.1031
00:05,121.36,0.03553375,1.01993875,121.36875,0.03540625,1.02001625,121.35875,0.0171155,1.05815,121.37,0.017080375,1.0582375,2.039955,2.1163875
00:06,121.37625,0.035535125,0.99613125,121.3825,0.035397375,0.96233,121.37125,0.017016,1.0503375,121.3825,0.0169935,1.0506125,1.95846125,2.10095
00:07,121.41,0.035460625,1.01353375,121.41875,0.035323625,1.01359,121.405,0.017128,1.0579875,121.42,0.01710775,1.0579875,2.02712375,2.115975
00:08,121.4125,0.0355315,0.9891225,121.42125,0.035377125,1.02252375,121.4025,0.017014375,1.0519625,121.42125,0.016986875,1.0533875,2.01164625,2.10535
00:09,121.40875,0.035436125,1.0288375,121.415,0.035309625,1.0293625,121.405,0.01711325,1.0546125,121.415,0.017077875,1.0546625,2.0582,2.109275
00:10,121.44625,0.035418125,0.99116375,121.455,0.035276125,0.99132,121.4425,0.01710575,1.0581125,121.45625,0.0170865,1.05975,1.98248375,2.1178625
00:11,121.48875,0.035459125,0.9431,121.495,0.035312625,0.94299,121.4825,0.017041375,1.0524,121.49375,0.017027,1.053275,1.88609,2.105675
00:12,121.4675,0.035449375,1.0000625,121.475,0.0353145,1.00024875,121.46125,0.017116,1.0582,121.4775,0.01705975,1.0568125,2.00031125,2.1150125
00:13,121.46625,0.035548875,1.0183,121.4725,0.035417,1.0179,121.46375,0.017053875,1.0518125,121.47375,0.01702675,1.0527125,2.0362,2.104525
00:14,121.3875,0.035504125,1.006695,121.39375,0.035379125,1.00709125,121.3825,0.017175625,1.0585125,121.395,0.017137875,1.0578125,2.01378625,2.116325
00:15,121.43125,0.035568625,1.00346125,121.43875,0.035425375,1.003035,121.4275,0.017172125,1.05795,121.43875,0.01711725,1.0567875,2.00649625,2.1147375
00:16,121.43875,0.035513875,0.9967975,121.4475,0.035389125,0.99675375,121.43375,0.01709075,1.0503,121.44875,0.017067,1.0512875,1.99355125,2.1015875
00:17,121.4375,0.035399,1.0145275,121.44375,0.035254375,1.01415875,121.43375,0.01716325,1.05865,121.44375,0.017135,1.058175,2.02868625,2.116825
00:18,121.47625,0.035307375,1.0139,121.485,0.03517525,1.0144,121.4725,0.017011375,1.051375,121.485,0.016979125,1.0516375,2.0283,2.1030125
00:19,121.50625,0.035253875,0.95908,121.51375,0.0351065,0.96038,121.50375,0.017067375,1.0583125,121.51625,0.01704,1.0588375,1.91946,2.11715
00:20,121.5125,0.035175375,0.98527125,121.52125,0.035032375,0.98563,121.50625,0.016998625,1.0537625,121.52,0.01695225,1.05215,1.97090125,2.1059125
00:21,121.49125,0.035252,0.94223,121.5,0.035102625,0.94094,121.48875,0.016958875,1.05445,121.5,0.016928875,1.05295,1.88317,2.1074
00:22,121.45875,0.035379875,1.00448875,121.46625,0.035229625,1.0049075,121.455,0.017030375,1.0579875,121.46625,0.017006375,1.0589,2.00939625,2.1168875
00:23,121.45125,0.035363625,1.00275125,121.46125,0.035235375,1.0024375,121.4475,0.016916375,1.0524125,121.4625,0.016893125,1.0519375,2.00518875,2.10435
00:24,121.5275,0.03526875,1.00320625,121.53625,0.035129875,1.00342125,121.52125,0.016961875,1.0581375,121.54,0.016925625,1.0583875,2.0066275,2.116525
00:25,121.5075,0.035286875,1.00392,121.515,0.03514875,1.00378375,121.50125,0.016900625,1.0521375,121.51625,0.01686225,1.0515625,2.00770375,2.1037
00:26,121.545,0.0352955,1.0046925,121.55125,0.03516025,1.00507,121.54125,0.017053875,1.0577625,121.55,0.017063125,1.062175,2.0097625,2.1199375
00:27,121.56625,0.03524375,1.018425,121.575,0.035092125,1.0191,121.56125,0.016990125,1.0585125,121.57125,0.016976375,1.05885,2.037525,2.1173625
00:28,121.49625,0.035043625,0.98543875,121.50625,0.034905,0.98547,121.49375,0.01691225,1.0526125,121.505,0.0168865,1.05295,1.97090875,2.1055625
00:29,121.50125,0.035022625,1.01566625,121.51125,0.0348855,1.0156975,121.495,0.017046875,1.058975,121.51,0.017001,1.05945,2.03136375,2.118425
00:30,121.47625,0.03490375,0.9839775,121.48625,0.034770875,0.9845025,121.47625,0.01685,1.051225,121.48625,0.01680925,1.0513125,1.96848,2.1025375
00:31,121.49125,0.034959375,0.94051625,121.5,0.03482325,0.94185125,121.49,0.01698925,1.0584375,121.50125,0.016966375,1.058475,1.8823675,2.1169125
00:32,121.5325,0.035172625,1.00376875,121.54,0.0350305,1.004185,121.5275,0.016918,1.0527375,121.54,0.016895125,1.05245,2.00795375,2.1051875
00:33,121.61625,0.035130125,1.0038425,121.625,0.034982375,1.00368875,121.615,0.01689925,1.05365,121.62625,0.01687275,1.053225,2.00753125,2.106875
00:34,121.67,0.035144625,1.00596375,121.6775,0.035010375,1.005945,121.66625,0.016971625,1.0589875,121.68,0.016986875,1.0622375,2.01190875,2.121225
00:35,121.68375,0.035242375,1.01039,121.69375,0.03511275,1.01137875,121.67875,0.016875375,1.052625,121.69375,0.0168515,1.0528875,2.02176875,2.1055125
00:36,121.71875,0.035265625,1.00321125,121.7275,0.035121125,1.00331875,121.71625,0.016974875,1.0601,121.72875,0.01696225,1.0602125,2.00653,2.1203125
00:37,121.73,0.035254875,1.00462625,121.7375,0.035114875,1.00552875,121.725,0.0168445,1.053175,121.7375,0.016814875,1.0537,2.010155,2.106875
00:38,121.74875,0.035153,0.99622,121.75875,0.035005625,0.99675875,121.745,0.01689225,1.059,121.7575,0.016838,1.057225,1.99297875,2.116225
00:39,121.72625,0.035016625,1.015875,121.73375,0.034877125,1.0160375,121.72375,0.01689925,1.0591875,121.73625,0.01687375,1.0594,2.0319125,2.1185875
00:40,121.79375,0.035055625,0.98773,121.8025,0.03491325,0.9880875,121.7925,0.01678725,1.053325,121.8025,0.01677825,1.0548,1.9758175,2.108125
00:41,121.8375,0.035041125,0.943475,121.845,0.034888625,0.942935,121.83375,0.01689825,1.060625,121.845,0.016874125,1.0610375,1.88641,2.1216625
00:42,121.815,0.035137125,0.99724625,121.8225,0.034995125,0.99756625,121.81125,0.016811625,1.054925,121.825,0.01676675,1.0537875,1.9948125,2.1087125
00:43,121.785,0.0353305,1.00429625,121.795,0.03518725,1.00385,121.7825,0.017068,1.061825,121.795,0.01703175,1.0612375,2.00814625,2.1230625
00:44,121.835,0.035181375,0.99899,121.845,0.03505925,0.9985525,121.83125,0.016959,1.057375,121.845,0.0169205,1.056875,1.9975425,2.11425
00:45,121.85375,0.035310625,0.99864125,121.8625,0.035176625,0.99895,121.85,0.016945875,1.05415,121.8625,0.016912625,1.054425,1.99759125,2.108575
00:46,121.90625,0.035261375,1.00051375,121.91375,0.035116125,1.0006875,121.9025,0.016949875,1.0607625,121.91625,0.016922625,1.0613,2.00120125,2.1220625
00:47,121.9325,0.035261,1.00541625,121.94375,0.03512,1.00505875,121.93125,0.01690375,1.05535,121.945,0.016865625,1.0552125,2.010475,2.1105625
00:48,122.01375,0.03524425,0.99586625,122.02375,0.035098875,0.9950675,122.00875,0.017042625,1.0619625,122.02125,0.017030375,1.0646875,1.99093375,2.12665
00:49,122.03625,0.035232625,1.00609125,122.045,0.0350885,1.00622125,122.03125,0.0169735,1.0558875,122.045,0.016949625,1.0565875,2.0123125,2.112475
00:50,122.07375,0.035320375,0.99441875,122.08125,0.035172,0.9944825,122.07,0.0170815,1.062575,122.08375,0.017053,1.061475,1.98890125,2.12405
00:51,122.0875,0.03537575,0.997695,122.0975,0.035235,0.9977525,122.08375,0.017093375,1.06085,122.09875,0.017095625,1.06195,1.9954475,2.1228
00:52,122.08375,0.03549475,1.0007225,122.09125,0.035342125,1.00089,122.0825,0.016983375,1.0559375,122.09375,0.016951625,1.05595,2.0016125,2.1118875
00:53,122.04125,0.0355075,1.0044775,122.05125,0.03537525,1.004565,122.03875,0.017088125,1.0622125,122.05375,0.017065125,1.0625125,2.0090425,2.124725
00:54,122.1025,0.03537475,1.00367625,122.11125,0.0352275,1.00367125,122.09875,0.016943375,1.05705,122.1125,0.016925125,1.05825,2.0073475,2.1153
00:55,122.125,0.0354205,1.00040125,122.135,0.03528375,1.00040375,122.1175,0.016992375,1.0597875,122.13375,0.0170075,1.0627375,2.000805,2.122525
00:56,122.0975,0.035470375,1.0076825,122.10625,0.035334375,1.00804875,122.09375,0.01694375,1.057875,122.1075,0.016917375,1.057025,2.01573125,2.1149
00:57,122.14875,0.03537325,1.00218375,122.15875,0.03524075,1.00295875,122.14875,0.016873125,1.0559125,122.1575,0.016863875,1.056975,2.0051425,2.1128875
00:58,122.175,0.035484,0.9992825,122.18375,0.03534525,0.99939875,122.165,0.01700725,1.0622125,122.185,0.01700425,1.0641875,1.99868125,2.1264
00:59,122.13375,0.035399875,1.0052,122.14,0.0352645,1.005675,122.12625,0.01703325,1.057475,122.145,0.017012375,1.0565375,2.010875,2.1140125
01:00,122.1075,0.035351125,0.9881975,122.1175,0.035202875,0.98816625,122.1025,0.017166625,1.0624875,122.11875,0.017145875,1.0631125,1.97636375,2.1256
01:01,122.1175,0.03541375,0.948835,122.125,0.035279875,0.94856125,122.11,0.01711375,1.0551875,122.12625,0.01709575,1.0561625,1.89739625,2.11135
