time,circuit-breaker-total-power,evse-circuit-breaker-total-power,circuit-breaker-energy,evse-circuit-breaker-energy
2021-08-13 11:45:00,-0.0029316444396972658,0,1.9254069966673844,0
2021-08-13 11:50:00,-0.0031760234832763673,0,1.925142328043778,0
2021-08-13 11:55:00,-0.003210564851760864,0,1.924874780972798,0
2021-08-13 12:00:00,-0.0031423387527465822,0,1.9246129194100692,0
2021-08-13 12:05:00,-0.002976996660232544,0,1.9243648363550498,0
2021-08-13 12:10:00,-0.0029658770561218264,0,1.9241176799337063,0
2021-08-13 12:15:00,-0.0029764702320098876,0,1.9238696407477054,0
2021-08-13 12:20:00,-0.002941811561584473,0,1.92362448978424,0
2021-08-13 12:25:00,-0.002987910270690918,0,1.9233754972616826,0
2021-08-13 12:30:00,-0.0029137020111083983,0,1.923132688760757,0
2021-08-13 12:35:00,-0.002862983226776123,0,1.9228941068251924,0
2021-08-13 12:40:00,-0.00289303994178772,0,1.9226530201633767,0
2021-08-13 12:45:00,-0.0028406093120574953,0,1.9224163027207053,0
2021-08-13 12:50:00,-0.0029008686542510986,0,1.9221745636661844,0
2021-08-13 12:55:00,-0.002912053108215332,0,1.9219318925738331,0
2021-08-13 13:00:00,-0.0029668111801147462,0,1.9216846583088236,0
2021-08-13 13:05:00,-0.002995542049407959,0,1.9214350298047063,0
2021-08-13 13:10:00,-0.002942568063735962,0,1.921189815799395,0
2021-08-13 13:15:00,-0.0028027615547180176,0,1.9209562523365018,0
2021-08-13 13:20:00,-0.002773074150085449,0,1.9207251628239947,0
2021-08-13 13:25:00,-0.002788534879684448,0,1.9204927849173543,0
2021-08-13 13:30:00,-0.002785450220108032,0,1.9202606640656787,0
2021-08-13 13:35:00,-0.0028034276962280273,0,1.920027045090993,0
2021-08-13 13:40:00,-0.0028590531349182127,0,1.9197887906630833,0
2021-08-13 13:45:00,-0.002872360944747925,0,1.919549427251021,0
2021-08-13 13:50:00,-0.0028625352382659914,0,1.9193108826478322,0
2021-08-13 13:55:00,-0.002775588035583496,0,1.9190795836448669,0
2021-08-13 14:00:00,-0.0028264734745025635,0,1.9188440441886583,0
2021-08-13 14:05:00,-0.00286388897895813,0,1.9186053867737451,0
2021-08-13 14:10:00,-0.0028825016021728515,0,1.9183651783068973,0
2021-08-13 14:15:00,-0.0029277052879333495,0,1.9181212028662362,0
2021-08-13 14:20:00,-0.002927912473678589,0,1.9178772101600963,0
2021-08-13 14:25:00,-0.0028985016345977783,0,1.917635668357213,0
2021-08-13 14:30:00,-0.0029094271659851076,0,1.917393216093381,0
2021-08-13 14:35:00,-0.0028354411125183104,0,1.9171569293340045,0
2021-08-13 14:40:00,-0.0028117482662200926,0,1.916922616978486,0
2021-08-13 14:45:00,-0.0028332757949829103,0,1.9166865106622375,0
2021-08-13 14:50:00,-0.0028700740337371826,0,1.9164473378260927,0
2021-08-13 14:55:00,-0.002826632499694824,0,1.9162117851177847,0
2021-08-13 15:00:00,-0.0028811461925506592,0,1.9159716896017387,0
2021-08-13 15:05:00,-0.0029542930126190184,0,1.9157254985173537,0
2021-08-13 15:10:00,-0.0029086854457855225,0,1.9154831080635384,0
2021-08-13 15:15:00,-0.003962468385696411,0,1.9151529023647305,0
2021-08-13 15:20:00,-0.002857114553451538,0,1.9149148094852761,0
2021-08-13 15:25:00,-0.0030633509159088135,0,1.9146595302422837,0
2021-08-13 15:30:00,-0.002988496780395508,0,1.9144104888439175,0
2021-08-13 15:35:00,-0.0031908485889434813,0,1.9141445847948388,0
2021-08-13 15:40:00,-0.003751943588256836,0,1.9138319228291507,0
2021-08-13 15:45:00,-0.003747437000274658,0,1.9135196364124611,0
2021-08-13 15:50:00,-0.003889272689819336,0,1.9131955303549761,0
2021-08-13 15:55:00,-0.004147264003753662,0,1.91284992502133,0
2021-08-13 16:00:00,-0.0039043703079223633,0,1.9125245608290031,0
2021-08-13 16:05:00,-0.0037409634590148924,0,1.9122128138740853,0
2021-08-13 16:10:00,-0.0038583543300628664,0,1.91189128434658,0
2021-08-13 16:15:00,-0.0038892290592193604,0,1.9115671819249784,0
2021-08-13 16:20:00,-0.0036498205661773682,0,1.9112630302111304,0
2021-08-13 16:25:00,-0.00349068546295166,0,1.9109721397558845,0
2021-08-13 16:30:00,-0.0034015352725982667,0,1.910688678483168,0
2021-08-13 16:35:00,-0.0034095680713653563,0,1.9104045478105542,0
2021-08-13 16:40:00,-0.003414874076843262,0,1.9101199749708173,0
2021-08-13 16:45:00,-0.0034549763202667235,0,1.9098320602774617,0
2021-08-13 16:50:00,-0.00354549503326416,0,1.909536602358023,0
2021-08-13 16:55:00,-0.003539278030395508,0,1.9092416625221567,0
2021-08-13 17:00:00,-0.0038463804721832274,0,1.9089211308161413,0
2021-08-13 17:05:00,-0.0035984652042388918,0,1.908621258715788,0
2021-08-13 17:10:00,-0.0036099700927734375,0,1.9083204278747237,0
2021-08-13 17:15:00,-0.003540060520172119,0,1.908025422831376,0
2021-08-13 17:20:00,-0.0036341097354888915,0,1.9077225803534186,0
2021-08-13 17:25:00,-0.003621824502944946,0,1.9074207616448398,0
2021-08-13 17:30:00,-0.0035190303325653076,0,1.907127509117126,0
2021-08-13 17:35:00,-0.0034781427383422854,0,1.9068376638889308,0
2021-08-13 17:40:00,-0.003518072843551636,0,1.9065444911519682,0
2021-08-13 17:45:00,-0.0036526362895965576,0,1.906240104794502,0
2021-08-13 17:50:00,-0.003565232515335083,0,1.9059430020848906,0
2021-08-13 17:55:00,-0.003467092752456665,0,1.9056540776888526,0
2021-08-13 18:00:00,-0.003363651990890503,0,1.9053737733562783,0
2021-08-13 18:05:00,-0.0033784019947052,0,1.9050922398567196,0
2021-08-13 18:10:00,-0.0034600231647491453,0,1.9048039045929905,0
2021-08-13 18:15:00,-0.0033910975456237793,0,1.9045213131308552,0
2021-08-13 18:20:00,-0.0032548537254333495,0,1.9042500753204024,0
2021-08-13 18:25:00,-0.003235265016555786,0,1.9039804699023561,0
2021-08-13 18:30:00,-0.0033269293308258057,0,1.903703225791454,0
2021-08-13 18:35:00,-0.0033048112392425537,0,1.9034278248548504,0
2021-08-13 18:40:00,-0.003436063051223755,0,1.9031414862672484,0
2021-08-13 18:45:00,-0.0036225993633270262,0,1.9028396029869712,0
2021-08-13 18:50:00,-0.0033824667930603025,0,1.902557730754216,0
2021-08-13 18:55:00,-0.0030643289089202883,0,1.902302370011806,0
2021-08-13 19:00:00,-0.0028757920265197754,0,1.9020627206762628,0
2021-08-13 19:05:00,1.8647946166992186,0,2.0574622720678644,0
2021-08-13 19:10:00,4.386463623046875,0,2.4230009073217706,0
2021-08-13 19:15:00,4.302873779296875,0,2.781573722263177,0
2021-08-13 19:20:00,1.820860595703125,0,2.9333121052384374,0
2021-08-13 19:25:00,-0.015915571212768556,0,2.9319858076373735,0
2021-08-13 19:30:00,-0.016333919525146484,0,2.9306246476769444,0
2021-08-13 19:35:00,-0.015996292114257814,0,2.9292916233340898,0
2021-08-13 19:40:00,-0.015913639068603515,0,2.9279654867450393,0
2021-08-13 19:45:00,-0.01578527641296387,0,2.926650047043959,0
2021-08-13 19:50:00,-0.015485279083251953,0,2.9253596071203547,0
2021-08-13 19:55:00,-0.015333992958068848,0,2.9240817743738488,0
2021-08-13 20:00:00,-0.015152982711791992,0,2.922819025814533,0
2021-08-13 20:05:00,0.7052699279785156,0,2.9815915198127425,0
2021-08-13 20:10:00,4.399207763671875,0,3.348192166785399,0
2021-08-13 20:15:00,4.40462353515625,0,3.7152441280484196,0
2021-08-13 20:20:00,4.3793544921875,0,4.080190335730712,0
2021-08-13 20:25:00,0.6988253479003906,0,4.138425781389078,0
2021-08-13 20:30:00,-0.0012439534664154053,0,4.13832211860021,0
2021-08-13 20:35:00,-0.00258492374420166,0,4.138106708288193,0
2021-08-13 20:40:00,-0.0026299731731414793,0,4.137887543857098,0
2021-08-13 20:45:00,-0.0026360099315643312,0,4.137667876362801,0
2021-08-13 20:50:00,-0.002629718542098999,0,4.1374487331509595,0
2021-08-13 20:55:00,-0.002632892370223999,0,4.137229325453441,0
2021-08-13 21:00:00,-0.002593264102935791,0,4.1370132201115295,0
2021-08-13 21:05:00,-0.002115252494812012,0,4.136836949070295,0
2021-08-13 21:10:00,-0.0010782890319824218,0,4.136747091650963,0
2021-08-13 21:15:00,-0.0000016622516559436917,0,4.136746953129991,0
2021-08-13 21:20:00,-0.000017057238146662712,0,4.136745531693479,0
2021-08-13 21:25:00,0,0,4.136745531693479,0
2021-08-13 21:30:00,0,0,4.136745531693479,0
2021-08-13 21:35:00,0,0,4.136745531693479,0
2021-08-13 21:40:00,0,0,4.136745531693479,0
2021-08-13 21:45:00,0,0,4.136745531693479,0
2021-08-13 21:50:00,0,0,4.136745531693479,0
2021-08-13 21:55:00,-0.00001696026511490345,0,4.1367441183380524,0
2021-08-13 22:00:00,0,0,4.1367441183380524,0
2021-08-13 22:05:00,0,0,4.1367441183380524,0
2021-08-13 22:10:00,0,0,4.1367441183380524,0
2021-08-13 22:15:00,0,0,4.1367441183380524,0
2021-08-13 22:20:00,0,0,4.1367441183380524,0
2021-08-13 22:25:00,0,0,4.1367441183380524,0
2021-08-13 22:30:00,0,0,4.1367441183380524,0
2021-08-13 22:35:00,0,0,4.1367441183380524,0
2021-08-13 22:40:00,0,0,4.1367441183380524,0
2021-08-13 22:45:00,0,0,4.1367441183380524,0
2021-08-13 22:50:00,0,0,4.1367441183380524,0
2021-08-13 22:55:00,0,0,4.1367441183380524,0
2021-08-13 23:00:00,0,0,4.1367441183380524,0
2021-08-13 23:05:00,0,0,4.1367441183380524,0
2021-08-13 23:10:00,0,0,4.1367441183380524,0
2021-08-13 23:15:00,0,0,4.1367441183380524,0
2021-08-13 23:20:00,0,0,4.1367441183380524,0
2021-08-13 23:25:00,0,0,4.1367441183380524,0
2021-08-13 23:30:00,0,0,4.1367441183380524,0
2021-08-13 23:35:00,0,0,4.1367441183380524,0
2021-08-13 23:40:00,0,0,4.1367441183380524,0
2021-08-13 23:45:00,0,0,4.1367441183380524,0
2021-08-13 23:50:00,0,0,4.1367441183380524,0
2021-08-13 23:55:00,0,0,4.1367441183380524,0
2021-08-14 00:00:00,0,0,4.1367441183380524,0
