time,real-power,reactive-power,power-factor
2021-07-02 00:00:00,0,-0.00666901,0
2021-07-02 00:01:18,0,-0.0066821,0
2021-07-02 00:06:14,0,-0.00668969,0
2021-07-02 00:11:16,0,-0.00665312,0
2021-07-02 00:16:18,0,-0.00666069,0
2021-07-02 00:21:15,0,-0.00667304,0
2021-07-02 00:26:16,0,-0.006668769999999999,0
2021-07-02 00:31:18,0,-0.006679869999999999,0
2021-07-02 00:36:15,0,-0.00667522,0
2021-07-02 00:41:16,0,-0.0067007,0
2021-07-02 00:46:18,0,-0.006685709999999999,0
2021-07-02 00:51:15,0,-0.0066947199999999995,0
2021-07-02 00:56:16,0,-0.00671152,0
2021-07-02 01:01:18,0,-0.00671659,0
2021-07-02 01:06:15,0,-0.00671926,0
2021-07-02 01:11:16,0,-0.006732709999999999,0
2021-07-02 01:16:18,0,-0.006734899999999999,0
2021-07-02 01:21:15,0,-0.00674132,0
2021-07-02 01:26:16,0,-0.0067399999999999995,0
2021-07-02 01:31:18,0,-0.00673676,0
2021-07-02 01:36:15,0,-0.00673033,0
2021-07-02 01:41:16,0,-0.00673988,0
2021-07-02 01:46:18,0,-0.00672656,0
2021-07-02 01:51:15,0,-0.006715560000000001,0
2021-07-02 01:56:16,0,-0.006725200000000001,0
2021-07-02 02:01:18,0,-0.0067227,0
2021-07-02 02:11:22,0.0000325778,-0.006994439999999999,0.0046576204293700685
2021-07-02 02:16:24,0,-0.006741990000000001,0
2021-07-02 02:21:21,0,-0.00672827,0
2021-07-02 02:26:22,0,-0.00673289,0
2021-07-02 02:31:24,0,-0.00674085,0
2021-07-02 02:36:21,0,-0.00674679,0
2021-07-02 02:41:22,0,-0.00673548,0
2021-07-02 02:46:24,0,-0.0067525300000000005,0
2021-07-02 02:51:21,0,-0.006738839999999999,0
2021-07-02 02:56:22,0,-0.0067415800000000005,0
2021-07-02 03:01:24,0,-0.0067429,0
2021-07-02 03:06:21,0,-0.006735420000000001,0
2021-07-02 03:11:22,0,-0.00673097,0
2021-07-02 03:16:24,0,-0.00674492,0
2021-07-02 03:21:21,0,-0.00673817,0
2021-07-02 03:26:22,0,-0.00674515,0
2021-07-02 03:31:25,0,-0.006727250000000001,0
2021-07-02 03:41:28,-0.000004678199999999999,-0.00631874,0.0007403689213088666
2021-07-02 03:46:30,0,-0.00675346,0
2021-07-02 03:51:27,0,-0.00675973,0
