time,circuit-breaker-total-power,evse-circuit-breaker-total-power,circuit-breaker-energy,evse-circuit-breaker-energy
2021-08-10 15:25:00,0,0,1.120449336,0
2021-08-10 15:30:00,0,0,1.120449336,0
2021-08-10 15:35:00,0,0,1.120449336,0
2021-08-10 15:40:00,0,0,1.120449336,0
2021-08-10 15:45:00,0,0,1.120449336,0
2021-08-10 15:50:00,0,0,1.120449336,0
2021-08-10 15:55:00,0,0,1.120449336,0
2021-08-10 16:00:00,0,0,1.120449336,0
2021-08-10 16:05:00,0,0,1.120449336,0
2021-08-10 16:10:00,0,0,1.120449336,0
2021-08-10 16:15:00,0,0,1.120449336,0
2021-08-10 16:20:00,0,0,1.120449336,0
2021-08-10 16:25:00,0,0,1.120449336,0
2021-08-10 16:30:00,0,0,1.120449336,0
2021-08-10 16:35:00,0,0,1.120449336,0
2021-08-10 16:40:00,0,0,1.120449336,0
2021-08-10 16:45:00,0,0,1.120449336,0
2021-08-10 16:50:00,0,0,1.120449336,0
2021-08-10 16:55:00,0,0,1.120449336,0
2021-08-10 17:00:00,0,0,1.120449336,0
2021-08-10 17:05:00,0,0,1.120449336,0
2021-08-10 17:10:00,0,0,1.120449336,0
2021-08-10 17:15:00,0,0,1.120449336,0
2021-08-10 17:20:00,0,0,1.120449336,0
2021-08-10 17:25:00,0,0,1.120449336,0
2021-08-10 17:30:00,0,0,1.120449336,0
2021-08-10 17:35:00,0,0,1.120449336,0
2021-08-10 17:40:00,0,0,1.120449336,0
2021-08-10 17:45:00,0,0,1.120449336,0
2021-08-10 17:50:00,0,0,1.120449336,0
2021-08-10 17:55:00,0,0,1.120449336,0
2021-08-10 18:00:00,0,0,1.120449336,0
2021-08-10 18:05:00,0,0,1.120449336,0
2021-08-10 18:10:00,0,0,1.120449336,0
2021-08-10 18:15:00,0,0,1.120449336,0
2021-08-10 18:20:00,0,0,1.120449336,0
2021-08-10 18:25:00,0,0,1.120449336,0
2021-08-10 18:30:00,0,0,1.120449336,0
2021-08-10 18:35:00,0,0,1.120449336,0
2021-08-13 18:40:00,0,0,1.588532158,0
2021-08-13 18:45:00,0,0,1.588532158,0
2021-08-13 18:50:00,0,0,1.588532158,0
2021-08-13 18:55:00,0,0,1.588532158,0
2021-08-13 19:00:00,0,0,1.588532158,0
2021-08-13 19:05:00,0.06203727,0,1.593701931,0
2021-08-13 19:15:00,0.350447067,0,1.622905853,0
2021-08-13 19:20:00,0.404691238,0,1.656630123,0
2021-08-13 19:25:00,0.410858963,0,1.69086837,0
2021-08-13 19:30:00,0.41513472,0,1.72546293,0
2021-08-13 19:35:00,0.421192581,0,1.760562311,0
2021-08-13 19:45:00,0.430187485,0,1.796411268,0
2021-08-13 19:50:00,0.435986374,0,1.832743466,0
2021-08-13 19:55:00,0.438854187,0,1.869314649,0
2021-08-13 20:00:00,0.043405266,0,1.872931754,0
2021-08-13 20:05:00,0.050072475,0,1.87710446,0
2021-08-13 20:10:00,0.382049683,0,1.908941934,0
2021-08-13 20:20:00,0.398796402,0,1.942174967,0
2021-08-13 20:25:00,0.40622673,0,1.976027195,0
2021-08-13 20:30:00,0.411580307,0,2.010325554,0
2021-08-13 20:35:00,0.41752005,0,2.045118891,0
2021-08-13 20:40:00,0.4221754,0,2.080300175,0
2021-08-13 20:50:00,0.430708038,0,2.116192511,0
2021-08-13 20:55:00,0.306916245,0,2.141768865,0
2021-08-13 21:00:00,0.015300596,0,2.143043915,0
2021-08-13 21:05:00,0,0,2.143043915,0
2021-08-13 21:10:00,0,0,2.143043915,0
2021-08-13 21:20:00,2.80897E-05,0,2.143046255,0
2021-08-13 21:25:00,0,0,2.143046255,0
2021-08-13 21:30:00,0,0,2.143046255,0
2021-08-13 21:35:00,0,0,2.143046255,0
2021-08-13 21:40:00,0,0,2.143046255,0
2021-08-13 21:45:00,0,0,2.143046255,0
2021-08-13 21:55:00,7.45341E-05,0,2.143052467,0
2021-08-13 22:00:00,0,0,2.143052467,0
2021-08-13 22:05:00,0,0,2.143052467,0
2021-08-13 22:10:00,0,0,2.143052467,0
2021-08-13 22:20:00,1.53311E-06,0,2.143052594,0
2021-08-13 22:25:00,0,0,2.143052594,0
2021-08-13 22:30:00,0,0,2.143052594,0
2021-08-13 22:35:00,0,0,2.143052594,0
2021-08-13 22:40:00,0,0,2.143052594,0
2021-08-13 22:50:00,-2.11028E-05,0,2.143050836,0
2021-08-13 22:55:00,0,0,2.143050836,0
2021-08-13 23:00:00,0,0,2.143050836,0
2021-08-13 23:05:00,0,0,2.143050836,0
2021-08-13 23:10:00,8.27841E-05,0,2.143057734,0
2021-08-13 23:15:00,0,0,2.143057734,0
2021-08-13 23:20:00,0,0,2.143057734,0
2021-08-13 23:25:00,0,0,2.143057734,0
2021-08-13 23:35:00,1.07363E-05,0,2.143058629,0
2021-08-13 23:40:00,0,0,2.143058629,0
2021-08-13 23:45:00,0,0,2.143058629,0
2021-08-13 23:50:00,0,0,2.143058629,0
2021-08-13 23:55:00,0,0,2.143058629,0
